alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address1,address2,address3,city,country,display_address,state,zip_code,Restaurant Category
taco-plus-mexican-restaurant-and-grill-houston,(281) 970-5060,5352.619547063807,dkEOZQ7m__oZIBP3p1_dTQ,https://s3-media2.fl.yelpcdn.com/bphoto/RXY2R1NZBV4TLcDC6naYEA/o.jpg,False,Taco Plus Mexican Restaurant & Grill,+12819705060,$,4.0,70,[],https://www.yelp.com/biz/taco-plus-mexican-restaurant-and-grill-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9664963331896,-95.5686620018524,10111 Grant Rd,Ste A,,Houston,US,"['10111 Grant Rd', 'Ste A', 'Houston, TX 77070']",TX,77070,Mexican
pho-x-trangs-houston-5,(832) 422-3693,9385.993627220125,Rll84dXSF1HFc-zPGCWrHg,https://s3-media3.fl.yelpcdn.com/bphoto/210JG011f0yk6RXGlwpMdw/o.jpg,False,Pho X Trang's,+18324223693,$,3.5,86,[],https://www.yelp.com/biz/pho-x-trangs-houston-5?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0001142,-95.5827668,21519 Tomball Pkwy,Ste I,,Houston,US,"['21519 Tomball Pkwy', 'Ste I', 'Houston, TX 77070']",TX,77070,Vietnamese
arbys-houston-8,(281) 970-8885,6734.682916785175,EgcBAq_Xx139UeQiCAG2bw,https://s3-media1.fl.yelpcdn.com/bphoto/jgEqJQtxkZLUnB4HDf38-g/o.jpg,False,Arby's,+12819708885,$,3.5,21,[],https://www.yelp.com/biz/arbys-houston-8?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9801,-95.56882,10107 Cypresswood Dr,,,Houston,US,"['10107 Cypresswood Dr', 'Houston, TX 77070']",TX,77070,Fast Food
marevelows-deli-and-grill-houston,(832) 706-0066,3893.3664391072666,TxT87vOZMPN5v0OjeJzSKg,https://s3-media1.fl.yelpcdn.com/bphoto/6FJalJziBrwc9czrfX1oBQ/o.jpg,False,Marevelows Deli & Grill,+18327060066,,2.0,4,[],https://www.yelp.com/biz/marevelows-deli-and-grill-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9100641525744,-95.5796699970961,10850 West Rd,,,Houston,US,"['10850 West Rd', 'Houston, TX 77064']",TX,77064,Delis
tropical-smoothie-cafe-houston-4,(281) 401-9465,5501.771683864061,T4bswotgpY598C-g6EnffQ,https://s3-media4.fl.yelpcdn.com/bphoto/oRdNvkAhxidi8U6jG3hMVg/o.jpg,False,Tropical Smoothie Cafe,+12814019465,,4.5,24,"['pickup', 'delivery']",https://www.yelp.com/biz/tropical-smoothie-cafe-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.92482,-95.599684,12020 Fm 1960,Ste 300,Windermere Village Shopping Center,Houston,US,"['12020 Fm 1960', 'Ste 300', 'Windermere Village Shopping Center', 'Houston, TX 77065']",TX,77065,Juice Bars & Smoothies
chick-fil-a-houston-21,(832) 912-8227,5560.221358217099,3HgSz_7F8BI1IDAfh2XvPA,https://s3-media2.fl.yelpcdn.com/bphoto/QU9vdXC4CXZCMVSPzdps_w/o.jpg,False,Chick-fil-A,+18329128227,$,3.5,45,[],https://www.yelp.com/biz/chick-fil-a-houston-21?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.92248,-95.60236,12325 Fm 1960 Rd W,,,Houston,US,"['12325 Fm 1960 Rd W', 'Houston, TX 77065']",TX,77065,Fast Food
vida-mariscos-houston,(832) 559-3709,10402.140263685347,blnncLhavbF2gmKTQ8APRQ,https://s3-media2.fl.yelpcdn.com/bphoto/xX3iA2b7FFh3qLciA6exUw/o.jpg,False,Vida Mariscos,+18325593709,$$,3.5,215,"['pickup', 'delivery']",https://www.yelp.com/biz/vida-mariscos-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0090933520272,-95.587423990199,22400 Tomball Pkwy,,,Houston,US,"['22400 Tomball Pkwy', 'Houston, TX 77070']",TX,77070,Seafood
barcelona-restaurant-and-lounge-houston,(832) 698-4155,8328.840437009569,CAK2NFpuuQfEZuW2fsvmlA,https://s3-media2.fl.yelpcdn.com/bphoto/5R3RPxEff6dqu6vQgNoFXQ/o.jpg,False,Barcelona Restaurant & Lounge,+18326984155,$$,3.5,73,"['pickup', 'delivery']",https://www.yelp.com/biz/barcelona-restaurant-and-lounge-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9963721,-95.5742351,110 Vintage Park Blvd,,,Houston,US,"['110 Vintage Park Blvd', 'Houston, TX 77070']",TX,77070,Lounges
tacos-tijuana-houston,,4130.285349142497,LgFjYS9pOqZyaIGfAYgqHA,https://s3-media2.fl.yelpcdn.com/bphoto/NR1EWhGq3u0yrMkS2W-AXQ/o.jpg,False,Taco's Tijuana,,$,4.5,4,[],https://www.yelp.com/biz/tacos-tijuana-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.939306,-95.5816474,Tower Oaks Blvd,,,Houston,US,"['Tower Oaks Blvd', 'Houston, TX 77070']",TX,77070,Food Trucks
jersey-mikes-subs-houston-15,(281) 477-6453,5053.343091978507,sz91-TeqatdTcNjhhNRErA,https://s3-media1.fl.yelpcdn.com/bphoto/Ny40CcCKyOuHgpSy6tY2LQ/o.jpg,False,Jersey Mike's Subs,+12814776453,$,3.0,46,"['pickup', 'delivery']",https://www.yelp.com/biz/jersey-mikes-subs-houston-15?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9271317,-95.5947647,11560 Fm 1960 W,,,Houston,US,"['11560 Fm 1960 W', 'Houston, TX 77065']",TX,77065,Sandwiches
el-palenque-mexican-resturant-and-cantina-houston,(281) 376-6960,9154.50899810099,M_vLneJVN7qQzzWdIC3Oyg,https://s3-media3.fl.yelpcdn.com/bphoto/aUwPKMgpczALiEYsrqO3fw/o.jpg,False,El Palenque Mexican Resturant & Cantina,+12813766960,$$,3.5,94,[],https://www.yelp.com/biz/el-palenque-mexican-resturant-and-cantina-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.998689,-95.582539,21161 State Hwy 249,,,Houston,US,"['21161 State Hwy 249', 'Houston, TX 77070']",TX,77070,Mexican
shiraz-mediterranean-restaurant-houston,(281) 807-4825,3923.832335956639,w3mRPTfWLDfBIgjeaZeZbA,,False,Shiraz Mediterranean Restaurant,+12818074825,$,2.5,4,[],https://www.yelp.com/biz/shiraz-mediterranean-restaurant-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.932481,-95.582122,10941 Fm 1960 Rd W,,,Houston,US,"['10941 Fm 1960 Rd W', 'Houston, TX 77070']",TX,77070,Greek
valley-ranch-grill-and-barbecue-houston,(281) 376-1588,10828.604122581452,ADBGYv7wA9jPhqGuIHOtTg,https://s3-media2.fl.yelpcdn.com/bphoto/w4-5gKwXD2R6Vp77QGquuQ/o.jpg,False,Valley Ranch Grill & Barbecue,+12813761588,$$,3.5,100,['pickup'],https://www.yelp.com/biz/valley-ranch-grill-and-barbecue-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.012958520516,-95.588299508374,22548 Sh 249,,,Houston,US,"['22548 Sh 249', 'Houston, TX 77070']",TX,77070,American (Traditional)
chinois-orient-bistro-houston-4,(281) 251-6200,9440.337875678611,0ZQVmbrqkoC0O2XXF_Z_0Q,https://s3-media4.fl.yelpcdn.com/bphoto/mGVmhGsuhTS1Kz9GhRaLHQ/o.jpg,False,Chinois Orient Bistro,+12812516200,$$,3.5,60,"['pickup', 'delivery']",https://www.yelp.com/biz/chinois-orient-bistro-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.99709,-95.59242,11550 Louetta Rd,Ste 600,,Houston,US,"['11550 Louetta Rd', 'Ste 600', 'Houston, TX 77070']",TX,77070,Chinese
taco-bell-houston-47,(281) 807-3602,5643.055388240998,yB0eNH5u1qCt576xHRyXvw,https://s3-media3.fl.yelpcdn.com/bphoto/dD7NH4kW7kl1g9D1F5zN1g/o.jpg,False,Taco Bell,+12818073602,$,2.5,31,['delivery'],https://www.yelp.com/biz/taco-bell-houston-47?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.922946,-95.60127,12351 FM 1960 West,,,Houston,US,"['12351 FM 1960 West', 'Houston, TX 77065']",TX,77065,Fast Food
wingstop-houston-50,(281) 897-9464,6858.14650304319,oGnObCrwHHHFJABTcPxojw,https://s3-media3.fl.yelpcdn.com/bphoto/OsJhaRXqPoabpgUR4u2uaQ/o.jpg,False,Wingstop,+12818979464,$$,2.0,61,['delivery'],https://www.yelp.com/biz/wingstop-houston-50?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9821854998219,-95.5661595853161,19754 Tomball Pkwy,,,Houston,US,"['19754 Tomball Pkwy', 'Houston, TX 77070']",TX,77070,Chicken Wings
cicis-houston-4,(281) 955-0399,4186.296570330401,zIGJCJzcwAIKhwdDK-r_Dg,https://s3-media1.fl.yelpcdn.com/bphoto/SuRZqCND_X2YgVAtmdVmMQ/o.jpg,False,CiCis,+12819550399,$,1.5,36,[],https://www.yelp.com/biz/cicis-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9346019,-95.5842806,10922 Fm 1960 W,,,Houston,US,"['10922 Fm 1960 W', 'Houston, TX 77070']",TX,77070,Pizza
la-madeleine-houston-3,(281) 720-1000,6944.405380641793,nd_5EYoSsw4lGJuawYgWzA,https://s3-media1.fl.yelpcdn.com/bphoto/49KAP0QfSlibkwIUF9UPNQ/o.jpg,False,La Madeleine,+12817201000,$$,3.0,94,"['pickup', 'delivery']",https://www.yelp.com/biz/la-madeleine-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.915535,-95.613996,19710 Nw Fwy 290,Ste 100,,Houston,US,"['19710 Nw Fwy 290', 'Ste 100', 'Houston, TX 77065']",TX,77065,Bakeries
potbelly-sandwich-shop-houston-2,(281) 257-0568,8534.900999526411,gcXtNNZLpHg6QZxzFjcprQ,https://s3-media4.fl.yelpcdn.com/bphoto/F4O_VfSt8TG6f5rx8wLlKA/o.jpg,False,Potbelly Sandwich Shop,+12812570568,$,4.0,67,"['pickup', 'delivery']",https://www.yelp.com/biz/potbelly-sandwich-shop-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9954504,-95.5742463,142 Vintage Park Blvd,Ste A,,Houston,US,"['142 Vintage Park Blvd', 'Ste A', 'Houston, TX 77070']",TX,77070,Sandwiches
romeros-las-brazas-houston-3,(281) 463-4661,10313.148336713139,0V32YUYUjtMb8zORqNj_nQ,https://s3-media2.fl.yelpcdn.com/bphoto/GOD4i_OG5ajn9gAT03NYAQ/o.jpg,False,Romero's Las Brazas,+12814634661,$$,3.5,150,[],https://www.yelp.com/biz/romeros-las-brazas-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.891019821167,-95.642448425293,15703 Longenbaugh Dr,Ste A,,Houston,US,"['15703 Longenbaugh Dr', 'Ste A', 'Houston, TX 77095']",TX,77095,Mexican
panda-express-houston-12,(832) 237-6888,6199.567754720659,DHw_HH4zqJlPqsr2H7kLKw,https://s3-media3.fl.yelpcdn.com/bphoto/pw6kTsq07fjV16MVcBh_9w/o.jpg,False,Panda Express,+18322376888,$,2.0,20,[],https://www.yelp.com/biz/panda-express-houston-12?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.920421,-95.6068,12895 Farm To Market 1960 Rd W,,,Houston,US,"['12895 Farm To Market 1960 Rd W', 'Houston, TX 77065']",TX,77065,Chinese
red-robin-gourmet-burgers-and-brews-houston-2,(281) 251-7033,10326.588475653829,brV_YD_J-5n_N87C88rOPw,https://s3-media1.fl.yelpcdn.com/bphoto/D6gNDV0UwFFqs7MQ3G66rA/o.jpg,False,Red Robin Gourmet Burgers and Brews,+12812517033,$$,2.5,155,"['pickup', 'delivery']",https://www.yelp.com/biz/red-robin-gourmet-burgers-and-brews-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0078880986274,-95.5885545828033,22455 Highway 249,,,Houston,US,"['22455 Highway 249', 'Houston, TX 77070']",TX,77070,American (Traditional)
whataburger-houston-24,(281) 469-1223,3996.908792206329,-O-5ji5F39hwVPl-PbQqEw,https://s3-media4.fl.yelpcdn.com/bphoto/aJQCwwp-VQlmDzoux9impw/o.jpg,False,Whataburger,+12814691223,$,3.5,17,[],https://www.yelp.com/biz/whataburger-houston-24?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.933931281305,-95.5824588315318,10843 Fm 1960 W,,,Houston,US,"['10843 Fm 1960 W', 'Houston, TX 77070']",TX,77070,Fast Food
golden-china-houston,(281) 655-8889,8475.284287429247,VGB3kEsblUh-6bcspMpHIg,https://s3-media1.fl.yelpcdn.com/bphoto/7sHSjL4Wp1kYjsAiWPAx8A/o.jpg,False,Golden China,+12816558889,$,4.0,25,[],https://www.yelp.com/biz/golden-china-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.99483,-95.5750510048792,10927 Louetta Rd,Ste 210,,Houston,US,"['10927 Louetta Rd', 'Ste 210', 'Houston, TX 77070']",TX,77070,Chinese
jasons-deli-houston-25,(281) 257-4725,10508.279789598984,LNWAsQ7NR-XXkU-5GiI_Rw,https://s3-media3.fl.yelpcdn.com/bphoto/5buK_WHTV6QoMHvKIDV5tw/o.jpg,False,Jason's Deli,+12812574725,$,3.5,39,[],https://www.yelp.com/biz/jasons-deli-houston-25?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.010372,-95.586829,22424 State Highway 249,,,Houston,US,"['22424 State Highway 249', 'Houston, TX 77070']",TX,77070,Delis
mariels-mexican-cafe-and-tamale-factory-houston,(281) 469-3596,3211.2073027589727,8ByLHaFGz3pldoeJmjZ1sA,,False,Mariel's Mexican Cafe & Tamale Factory,+12814693596,,3.0,1,[],https://www.yelp.com/biz/mariels-mexican-cafe-and-tamale-factory-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.942429,-95.568244,9569 Fm 1960,,,Houston,US,"['9569 Fm 1960', 'Houston, TX 77070']",TX,77070,Mexican
salata-houston-7,(281) 826-0166,8460.447601352858,PMGR5gsfhQbqz9LE3cF1IQ,https://s3-media4.fl.yelpcdn.com/bphoto/7-om79wlCGdafzeW0shDTQ/o.jpg,False,Salata,+12818260166,$$,4.0,115,"['pickup', 'delivery']",https://www.yelp.com/biz/salata-houston-7?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.995439833,-95.5732165,130 Vintage Park Blvd,Ste M,,Houston,US,"['130 Vintage Park Blvd', 'Ste M', 'Houston, TX 77070']",TX,77070,Soup
jimmy-johns-houston-9,(832) 237-4440,6483.173900011163,KkgWGGqsc42d99ZL_PPmMQ,https://s3-media1.fl.yelpcdn.com/bphoto/CrIgahfp-IGf9rAksXMBYg/o.jpg,False,Jimmy John's,+18322374440,$,2.5,38,[],https://www.yelp.com/biz/jimmy-johns-houston-9?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.919106,-95.609638,12925 Fm 1960 Rd W,,,Houston,US,"['12925 Fm 1960 Rd W', 'Houston, TX 77065']",TX,77065,Sandwiches
carls-jr-houston-3,(281) 855-4253,9267.479404770113,QdbOxCRFW0lCfvXPi1hefg,https://s3-media3.fl.yelpcdn.com/bphoto/9z3fOTNvHW7wNKYIh7xvjQ/o.jpg,False,Carl's Jr.,+12818554253,$,2.5,77,[],https://www.yelp.com/biz/carls-jr-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.901723,-95.635263,8491 Hwy 6 N,,,Houston,US,"['8491 Hwy 6 N', 'Houston, TX 77095']",TX,77095,Fast Food
studio-movie-grill-houston,(346) 299-6455,8811.256768184283,ZGZx3m3fukCJnLqYJYUG_g,https://s3-media2.fl.yelpcdn.com/bphoto/dJlbtOARnqy5QaRDHg5neQ/o.jpg,False,Studio Movie Grill,+13462996455,$$,2.0,356,[],https://www.yelp.com/biz/studio-movie-grill-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.901826,-95.630376,8580 Hwy 6 N,,,Houston,US,"['8580 Hwy 6 N', 'Houston, TX 77095']",TX,77095,Cinema
taco-cabana-houston-14,(281) 890-6286,4246.1720929059375,FDBZwhtOgU3ZMXEhSuCgLQ,https://s3-media2.fl.yelpcdn.com/bphoto/U5-H8YaG80x78KJllxrlMA/o.jpg,False,Taco Cabana,+12818906286,$,2.0,40,[],https://www.yelp.com/biz/taco-cabana-houston-14?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.933097,-95.585392,11006 FM1960 W,,,Houston,US,"['11006 FM1960 W', 'Houston, TX 77065']",TX,77065,Mexican
pearl-river-houston,(281) 890-6333,5449.553121890562,obdsnmwT7bEYVAl09fzzKQ,https://s3-media1.fl.yelpcdn.com/bphoto/dUfHpVk1fu6ziGGJO_QG1A/o.jpg,False,Pearl River,+12818906333,$,3.0,23,[],https://www.yelp.com/biz/pearl-river-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.95585,-95.58565,12543 Jones Rd,,,Houston,US,"['12543 Jones Rd', 'Houston, TX 77070']",TX,77070,Chinese
mcdonalds-houston-54,(281) 894-8310,4333.594692308943,3vVBYYLpzO5hDeUUBxD5gg,https://s3-media4.fl.yelpcdn.com/bphoto/zG96myOvIyQiSyA9v0Rqvg/o.jpg,False,McDonald's,+12818948310,$,2.0,36,[],https://www.yelp.com/biz/mcdonalds-houston-54?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.909199977642,-95.5842062830925,9452 Jones Rd,,,Houston,US,"['9452 Jones Rd', 'Houston, TX 77065']",TX,77065,Fast Food
spring-creek-barbeque-houston-4,(832) 304-7200,9647.782892142073,WPWp2NMLuxRWCL9KiY1IAg,https://s3-media3.fl.yelpcdn.com/bphoto/8FSyt0EjkgZGAd7VYqRpyQ/o.jpg,False,Spring Creek Barbeque,+18323047200,$$,3.0,42,[],https://www.yelp.com/biz/spring-creek-barbeque-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0032126683864,-95.583427,21746 Tomball Pkwy,,,Houston,US,"['21746 Tomball Pkwy', 'Houston, TX 77070']",TX,77070,Barbeque
burger-king-houston-47,,6562.6658745492,RhadYaZwxFZgmYoWRdUFeQ,https://s3-media4.fl.yelpcdn.com/bphoto/3YpGSYnwQq6JoDKJdAxxJQ/o.jpg,False,Burger King,,$,2.5,12,[],https://www.yelp.com/biz/burger-king-houston-47?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.918685,-95.61041,12929 Fm 1960 West,,,Houston,US,"['12929 Fm 1960 West', 'Houston, TX 77065']",TX,77065,Burgers
popeyes-louisiana-kitchen-houston-43,(281) 955-1870,4733.828284401639,UsyYxSTk98uXOQG8W1Xr0Q,https://s3-media3.fl.yelpcdn.com/bphoto/qndmi1eKQzsPjlAhYFrysA/o.jpg,False,Popeyes Louisiana Kitchen,+12819551870,$,1.5,26,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-houston-43?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.94623,-95.584488,11820 Jones Rd,,,Houston,US,"['11820 Jones Rd', 'Houston, TX 77070']",TX,77070,Fast Food
freebirds-world-burrito-houston-9,(281) 251-0725,10810.871332176775,e_XJcIAuu69W7AyxSNna5A,https://s3-media3.fl.yelpcdn.com/bphoto/uUokGYlwslaLXbb-goOVFA/o.jpg,False,Freebirds World Burrito,+12812510725,$,3.5,51,"['delivery', 'pickup']",https://www.yelp.com/biz/freebirds-world-burrito-houston-9?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0124487437868,-95.589157640934,22560 Hwy 249,Ste 400,,Houston,US,"['22560 Hwy 249', 'Ste 400', 'Houston, TX 77070']",TX,77070,Mexican
cicis-houston-5,(281) 257-1650,10686.121763604127,2jvyfoN9DGhGESk911VKcg,https://s3-media1.fl.yelpcdn.com/bphoto/Jtdcc-sJhwQWjIav0bIpNg/o.jpg,False,Cicis,+12812571650,$,3.5,39,[],https://www.yelp.com/biz/cicis-houston-5?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.010507056508,-95.5908836424351,22513 Tomball Pkwy,Ste 117,,Houston,US,"['22513 Tomball Pkwy', 'Ste 117', 'Houston, TX 77070']",TX,77070,Pizza
taqueria-mi-tierra-houston-2,(832) 237-6500,8602.489372501897,4eckplL9Yaq5JRTzkBM5Iw,https://s3-media1.fl.yelpcdn.com/bphoto/3LW06qW6prn5nUnF_0I6GA/o.jpg,False,Taqueria Mi Tierra,+18322376500,$,4.0,51,[],https://www.yelp.com/biz/taqueria-mi-tierra-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.94775,-95.62751,13710 Cypress N Houston Rd,,,Houston,US,"['13710 Cypress N Houston Rd', 'Houston, TX 77040']",TX,77040,Mexican
mamacitas-mexican-restaurant-houston-2,(281) 469-3663,7232.696401794593,_KxlSzFWs1kz4vukhp5U1A,https://s3-media2.fl.yelpcdn.com/bphoto/gcfn3SKukykhTWsWVeG0JQ/o.jpg,False,Mamacita's Mexican Restaurant,+12814693663,$$,3.0,180,[],https://www.yelp.com/biz/mamacitas-mexican-restaurant-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.9146226537103,-95.6168681474991,19831 Northwest Fwy,,,Houston,US,"['19831 Northwest Fwy', 'Houston, TX 77065']",TX,77065,Mexican
taqueria-puro-guerrero-houston,,10074.43912530504,ugq7j6LN1JEU8jRcbddWfg,https://s3-media3.fl.yelpcdn.com/bphoto/XzqSYCUrpVUts3_7MJx9rA/o.jpg,False,Taqueria Puro Guerrero,,,4.0,3,[],https://www.yelp.com/biz/taqueria-puro-guerrero-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0065219494862,-95.585732460022,16510 Hufsmith,,,Houston,US,"['16510 Hufsmith', 'Houston, TX 77070']",TX,77070,Tacos
brewingz-restaurant-and-bar-houston-7,(281) 290-4220,10533.219058682871,E9FTYEHccaobUv_WB4olNg,https://s3-media2.fl.yelpcdn.com/bphoto/srTwFQQJcm2fjdzpiEsgFw/o.jpg,False,BreWingZ Restaurant & Bar,+12812904220,$$,2.5,123,['delivery'],https://www.yelp.com/biz/brewingz-restaurant-and-bar-houston-7?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,30.0094911340609,-95.5896585434675,22503 State Hwy 249,,,Houston,US,"['22503 State Hwy 249', 'Houston, TX 77070']",TX,77070,Sports Bars
